Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,user_id,transaction_date,status,age,subscription,raw_timestamp,email,username,store_id,price
2014,CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,1,0.0,84.2352,USR01563,2016-09-18,Completed,19,Premium,2016-09-18 15:37:26,anne.mcfarland408@outlook.com,annemcf23,STR020,350.98
2015,CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2,0.0,6.0168,USR01563,2016-09-18,Completed,35,Standard,2016-09-18 14:34:36,anne.mcfarland943@gmail.com,annemcf12,STR020,13.08
2016,CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Auburn,Alabama,36830,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,4,0.0,117.0104,USR01563,2016-09-18,Completed,22,Standard,2016-09-18 13:55:06,anne.mcfarland388@gmail.com,annemcf746,STR020,900.08
2017,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,17.568,2,0.2,6.3684,USR01319,2015-03-19,Completed,30,Standard,19-03-2015 12:24,,berekam826,STR002,17.568
2018,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2,0.0,6.8714,USR01319,2015-03-19,Pending,30,Basic,2015-03-19 20:15:36,berenike.kampe708@yahoo.com,berekam813,STR002,14.62
2019,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36,4,0.0,8.6736,USR01319,2015-03-19,Completed,41,Premium,2015-03-19 12:11:48,,,STR002,33.36
2020,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,6,0.0,19.6686,USR01319,2015-03-19,,41,Premium,2015-03-19 07:43:37,berenike.kampe211@gmail.com,berekam806,STR002,40.14
2021,CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606.23,9,0.0,481.869,USR01564,2016-09-19,,39,Standard,2016-09-19 15:25:12,rick.huthwaite067@yahoo.com,rickhut397,STR035,1606.23
2022,CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,3,0.0,7.668,USR01564,2016-09-19,Shipped,59,Standard,2016-09-19 21:08:43,rick.huthwaite077@hotmail.com,rickhut496,STR035,17.04
2023,CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,49.53,3,0.0,23.7744,USR01564,2016-09-19,,45,Premium,2016-09-19 09:40:12,rick.huthwaite017@gmail.com,rickhut177,STR035,49.53
2024,CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,2908,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0.0,244.2496,USR01564,2016-09-19,Completed,40,Standard,19-09-2016 10:40,,rickhut946,STR035,872.32
2025,US-2017-111241,8/20/2017,8/22/2017,Second Class,GM-14500,Gene McClure,Consumer,United States,Fresno,California,93727,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,5,0.2,77.714,USR01422,2017-08-20,Completed,21,Premium,2017-08-20 05:33:03,gene.mcclure206@yahoo.com,genemcc415,STR002,239.12
2026,CA-2015-114237,3/13/2015,3/15/2015,First Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,98103,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0.0,39.7488,USR01508,2015-03-13,Completed,40,Standard,2015-03-13 15:33:46,marc.crier779@outlook.com,marccri472,STR005,141.96
2027,CA-2016-113516,9/8/2016,9/10/2016,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024,2,0.2,11.5584,USR01092,2016-09-08,Shipped,37,Premium,2016-09-08 06:30:25,valerie.mitchum291@outlook.com,valemit141,STR002,33.024
2028,CA-2016-113516,9/8/2016,9/10/2016,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136,4,0.2,23.4976,USR01092,2016-09-08,Returned,32,Premium,2016-09-08 01:23:30,valerie.mitchum308@hotmail.com,valemit515,STR002,67.136
2029,CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",14.73,3,0.0,6.9231,USR01324,2015-11-26,Completed,42,Premium,2015-11-26 14:45:42,guy.phonely993@gmail.com,guypho987,STR032,14.73
2030,CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",104.9,5,0.0,25.176,USR01324,2015-11-26,Shipped,32,Standard,2015-11-26 20:23:04,guy.phonely157@outlook.com,guypho642,STR032,104.9
2031,CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,61.04,4,0.0,30.52,USR01324,2015-11-26,Completed,38,Premium,26-11-2015 12:29,guy.phonely250@yahoo.com,guypho245,STR032,61.04
2032,CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,10.95,3,0.0,5.1465,USR01324,2015-11-26,Shipped,52,Basic,2015-11-26 13:09:06,guy.phonely502@gmail.com,guypho32,STR032,10.95
2033,CA-2016-128923,12/9/2016,12/13/2016,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,9.392,2,0.2,3.2872,USR01335,2016-12-09,Completed,26,Premium,2016-12-09 22:42:06,,georbel623,STR006,9.392
2034,CA-2016-128923,12/9/2016,12/13/2016,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1,0.2,0.8162,USR01335,2016-12-09,Returned,52,Basic,2016-12-09 13:38:33,george.bell590@hotmail.com,georbel141,STR006,9.328
2035,CA-2017-162481,9/25/2017,9/29/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,8.26,2,0.0,3.8822,USR01565,2017-09-25,Shipped,25,Premium,2017-09-25 16:29:59,carol.triggs257@hotmail.com,carotri461,STR012,8.26
2036,CA-2017-162481,9/25/2017,9/29/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",269.97,3,0.0,51.2943,USR01565,2017-09-25,Completed,33,Premium,2017-09-25 04:59:19,carol.triggs354@hotmail.com,carotri283,STR012,269.97
2037,CA-2015-119214,1/23/2015,1/27/2015,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",29.04,3,0.0,13.9392,USR01195,2015-01-23,Completed,58,Standard,2015-01-23 19:48:10,carl.weiss913@yahoo.com,carlwei10,STR038,29.04
2038,CA-2015-119214,1/23/2015,1/27/2015,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,14.62,2,0.0,6.8714,USR01195,2015-01-23,Completed,34,Standard,23-01-2015 00:36,carl.weiss322@outlook.com,carlwei553,STR038,14.62
2039,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-PA-10001661,Office Supplies,Paper,Xerox 1922,11.952,3,0.2,4.3326,USR01382,2015-06-18,Completed,30,Standard,2015-06-18 13:59:38,skye.norling191@hotmail.com,skyenor670,STR017,11.952
2040,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,4.536,7,0.7,-3.3264,USR01382,2015-06-18,Completed,56,Standard,2015-06-18 02:44:15,skye.norling117@outlook.com,skyenor175,STR017,4.536
2041,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,9.156,2,0.7,-6.104,USR01382,2015-06-18,Pending,31,Standard,2015-06-18 20:34:51,skye.norling750@outlook.com,skyenor419,STR017,9.156
2042,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,75.36,5,0.2,20.724,USR01382,2015-06-18,,36,Standard,2015-06-18 13:24:39,skye.norling312@hotmail.com,skyenor306,STR017,75.36
2043,CA-2015-104493,10/2/2015,10/8/2015,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Diego,California,92105,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,57.504,6,0.2,20.1264,USR01183,2015-10-02,Completed,47,Basic,2015-10-02 01:32:24,ed.braxton639@gmail.com,edbra698,STR002,57.504
2044,US-2017-158946,11/18/2017,11/23/2017,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lakewood,Ohio,44107,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,38.864,7,0.2,7.7728,USR01479,2017-11-18,,41,Standard,2017-11-18 05:52:17,jane.waco452@hotmail.com,janewac862,STR025,38.864
2045,CA-2014-129168,8/17/2014,8/23/2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,15.552,3,0.2,5.4432,USR01011,2014-08-17,Pending,41,Premium,17-08-2014 19:45,ken.black810@yahoo.com,kenbla102,STR006,15.552
2046,CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,162.64,2,0.0,45.5392,USR01566,2016-07-17,Shipped,55,Basic,2016-07-17 10:57:06,matt.collister846@gmail.com,mattcol638,STR031,162.64
2047,CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,597.0,3,0.0,280.59,USR01566,2016-07-17,Completed,44,Basic,2016-07-17 17:56:28,matt.collister194@hotmail.com,mattcol946,STR031,597.0
2048,CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0.0,26.6304,USR01566,2016-07-17,Shipped,38,Basic,2016-07-17 20:52:53,matt.collister146@outlook.com,mattcol105,STR031,55.48
2049,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.8,7,0.2,36.225,USR01243,2015-07-11,Completed,31,Premium,2015-07-11 01:20:27,clytie.kelty014@outlook.com,,STR010,289.8
2050,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.502,3,0.7,-2.0016,USR01243,2015-07-11,Completed,42,Basic,2015-07-11 10:48:26,clytie.kelty519@gmail.com,clytkel909,STR010,2.502
2051,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,6.48,4,0.7,-4.752,USR01243,2015-07-11,Completed,30,Basic,2015-07-11 21:26:24,clytie.kelty909@yahoo.com,clytkel150,STR010,6.48
2052,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,341.488,8,0.3,-73.176,USR01243,2015-07-11,Completed,21,Standard,11-07-2015 10:45,,clytkel326,STR010,341.488
2053,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,11.12,5,0.2,0.834,USR01243,2015-07-11,Completed,30,Standard,2015-07-11 04:22:18,clytie.kelty187@yahoo.com,clytkel572,STR010,11.12
2054,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",25.344,6,0.2,3.4848,USR01243,2015-07-11,Cancelled,38,Basic,2015-07-11 21:57:55,clytie.kelty275@outlook.com,clytkel940,STR010,25.344
2055,CA-2016-136434,12/1/2016,12/7/2016,Standard Class,RD-19480,Rick Duston,Consumer,United States,Richmond,Indiana,47374,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,3,0.0,5.193,USR01503,2016-12-01,Pending,34,Basic,2016-12-01 02:52:37,rick.duston276@gmail.com,rickdus776,STR015,
2056,CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,199.95,5,0.0,63.984,USR01237,2017-12-22,Shipped,32,Standard,2017-12-22 22:32:10,theone.pippenger446@hotmail.com,theopip612,STR013,199.95
2057,CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,1586.69,7,0.0,412.5394,USR01237,2017-12-22,Completed,35,Standard,2017-12-22 10:34:15,theone.pippenger442@outlook.com,theopip842,STR013,1586.69
2058,CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,84.99,1,0.0,30.5964,USR01237,2017-12-22,Completed,28,Basic,2017-12-22 12:09:39,theone.pippenger712@gmail.com,theopip314,STR013,84.99
2059,CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2,0.0,70.006,USR01237,2017-12-22,Shipped,21,Premium,22-12-2017 13:20,theone.pippenger461@gmail.com,theopip186,STR013,411.8
2060,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-FA-10002975,Office Supplies,Fasteners,Staples,11.34,3,0.0,5.2164,USR01056,2014-10-31,Completed,52,Standard,2014-10-31 16:24:32,greg.guthrie000@hotmail.com,greggut624,STR002,11.34
2061,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",80.3,5,0.0,20.878,USR01056,2014-10-31,Completed,44,Basic,2014-10-31 01:16:57,greg.guthrie693@hotmail.com,,STR002,80.3
2062,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",15.968,2,0.2,5.3892,USR01056,2014-10-31,Completed,35,Basic,2014-10-31 14:18:56,greg.guthrie616@gmail.com,greggut430,STR002,15.968
2063,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,64.74,13,0.0,30.4278,USR01056,2014-10-31,Pending,34,Basic,2014-10-31 11:45:42,,greggut39,STR002,64.74
2064,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3,0.2,6.03,USR01056,2014-10-31,Completed,46,Basic,2014-10-31 02:58:07,greg.guthrie772@yahoo.com,greggut151,STR002,19.296
2065,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,405.64,4,0.0,12.1692,USR01056,2014-10-31,Completed,37,Standard,2014-10-31 01:53:16,greg.guthrie642@yahoo.com,greggut724,STR002,405.64
2066,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,146.352,3,0.2,-9.147,USR01056,2014-10-31,Shipped,46,Basic,31-10-2014 14:39,greg.guthrie385@hotmail.com,greggut232,STR002,146.352
2067,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,251.91,9,0.0,47.8629,USR01056,2014-10-31,Completed,32,Standard,2014-10-31 16:26:31,greg.guthrie904@outlook.com,greggut514,STR002,251.91
2068,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-AR-10001419,Office Supplies,Art,Newell 325,12.39,3,0.0,3.717,USR01056,2014-10-31,Completed,52,Basic,2014-10-31 11:03:21,greg.guthrie933@gmail.com,greggut869,STR002,
2069,CA-2015-133452,4/13/2015,4/19/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,91767,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,199.96,4,0.0,69.986,USR01234,2015-04-13,Completed,30,Standard,2015-04-13 16:24:32,zuschuss.carroll340@yahoo.com,zusccar932,STR002,
2070,CA-2015-133452,4/13/2015,4/19/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,91767,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,710.832,3,0.2,-97.7394,USR01234,2015-04-13,Completed,26,Premium,2015-04-13 01:52:27,zuschuss.carroll583@yahoo.com,zusccar839,STR002,710.832
2071,CA-2016-146521,7/21/2016,7/23/2016,Second Class,CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,1.941,1,0.7,-1.294,USR01567,2016-07-21,Shipped,54,Premium,2016-07-21 16:06:36,corey.catlett741@outlook.com,corecat520,STR010,1.941
2072,US-2017-110996,11/20/2017,11/25/2017,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Ontario,California,91761,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92,5,0.2,-46.137,USR01568,2017-11-20,Completed,18,Premium,2017-11-20 02:12:16,kelly.andreada741@gmail.com,kelland12,STR002,283.92
2073,CA-2016-129693,11/26/2016,12/2/2016,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,7.312,2,0.2,2.5592,USR01569,2016-11-26,Completed,25,Standard,26-11-2016 08:58,tamara.chand666@hotmail.com,tamacha463,STR005,7.312
2074,CA-2017-122504,11/7/2017,11/12/2017,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,3,0.0,13.7931,USR01490,2017-11-07,Pending,54,Premium,2017-11-07 22:57:58,deborah.brumfield548@yahoo.com,debobru560,STR002,59.97
2075,CA-2017-122504,11/7/2017,11/12/2017,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,West,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,7,0.2,66.6351,USR01490,2017-11-07,Pending,47,Standard,2017-11-07 03:31:36,deborah.brumfield534@outlook.com,debobru284,STR002,761.544
2076,CA-2014-131051,12/1/2014,12/5/2014,Standard Class,TR-21325,Toby Ritter,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2,3,0.0,28.518,USR01310,2014-12-01,Pending,18,Standard,2014-12-01 03:38:17,toby.ritter963@hotmail.com,tobyrit370,STR002,58.2
2077,CA-2017-140676,9/12/2017,9/15/2017,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,5,0.0,19.95,USR01570,2017-09-12,Completed,42,Basic,2017-09-12 01:43:48,bart.folk930@outlook.com,bartfol107,STR040,39.9
2078,CA-2017-140676,9/12/2017,9/15/2017,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,7,0.0,26.3494,USR01570,2017-09-12,Completed,29,Premium,2017-09-12 16:53:52,bart.folk083@gmail.com,bartfol997,STR040,90.86
2079,CA-2017-140676,9/12/2017,9/15/2017,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,94.85,5,0.0,45.528,USR01570,2017-09-12,Returned,28,Standard,2017-09-12 13:20:56,bart.folk708@outlook.com,bartfol469,STR040,94.85
2080,CA-2015-120103,12/24/2015,12/29/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,106.232,7,0.2,37.1812,USR01334,2015-12-24,Shipped,36,Premium,24-12-2015 15:47,maribeth.schnelling303@hotmail.com,marisch137,STR017,106.232
2081,CA-2015-120103,12/24/2015,12/29/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,111.984,2,0.2,11.1984,USR01334,2015-12-24,Completed,32,Premium,2015-12-24 17:15:36,maribeth.schnelling336@gmail.com,marisch176,STR017,111.984
2082,CA-2015-120103,12/24/2015,12/29/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,85023,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,2,0.2,1.7352,USR01334,2015-12-24,Completed,38,Premium,2015-12-24 14:49:05,maribeth.schnelling265@yahoo.com,marisch275,STR017,7.712
2083,CA-2017-104647,2/23/2017,3/1/2017,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",37.44,6,0.0,16.848,USR01243,2017-02-23,Completed,27,Standard,2017-02-23 03:55:41,clytie.kelty903@hotmail.com,clytkel952,STR002,37.44
2084,CA-2014-110352,11/23/2014,11/29/2014,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77036,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68,2,0.2,8.88,USR01526,2014-11-23,Cancelled,60,Premium,2014-11-23 23:51:30,emily.ducich303@outlook.com,emilduc393,STR006,23.68
2085,CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12,4,0.0,56.1752,USR01006,2016-06-23,Completed,41,Premium,2016-06-23 18:37:42,irene.maddox485@yahoo.com,irenmad866,STR016,122.12
2086,CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,18.45,5,0.0,8.6715,USR01006,2016-06-23,Completed,20,Premium,2016-06-23 09:09:18,irene.maddox926@gmail.com,irenmad160,STR016,
